X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1FOSFORO,ME1FOSFORO,MI1FOSFORO,MA1FOSFORO,SD1FOSFORO,LATITUDE,LONGITUDE
-40.33556,-18.726389999425628,2192,SMT2D005,ES,IEMA,Rio São Mateus,1,4,0,0,0,0,-18.72639,-40.33556
-40.23561,-18.701059999426292,2193,SMT2E010,ES,IEMA,Rio São Mateus,1,4,0,0,0,0,-18.70106,-40.23561
-40.76421,-20.051839999391635,2194,SMV1C001,ES,IEMA,Rio Santa Maria da Vitória,1,4,0,0,0,0,-20.05184,-40.76421
-40.72968,-20.038109999391981,2195,SMV1C003,ES,IEMA,Rio Santa Maria da Vitória,1,4,0,0,0,0,-20.03811,-40.72968
-40.53995,-20.095589999390537,2196,SMV1C007,ES,IEMA,Rio Santa Maria da Vitória,1,4,0,0,0,0,-20.09559,-40.53995
-40.38556,-20.18527999938825,2197,SMV1C020,ES,IEMA,Rio Santa Maria da Vitória,1,4,0,0,0,0,-20.18528,-40.38556
-40.51778,-20.101329999390391,2198,SMV1D015,ES,IEMA,Rio Santa Maria da Vitória,1,4,0,0,0,0,-20.10133,-40.51778
-36.36194,-7.0608299997695,2199,SO47,PB,SUDEMA,Açude Soledade (Soledade),2,2,0.365,0.26,0.47,0.148,-7.06083,-36.36194
-40.4259,-5.918609999806198,2200,SOB01,CE,COGERH,Informação não disponível,2,4,0.106,0.083,0.132,0.023,-5.91861,-40.4259
-43.05528,-9.643999999687948,2201,SOBBVC001,BA,INEMA,Vereda do Calumbi,1,3,0.117,0.02,0.31,0.167,-9.644,-43.05528
-43.01022,-9.512999999691997,2202,SOBLCA001,BA,INEMA,Riacho Tanque Real,1,3,0.447,0.2,0.7,0.25,-9.513,-43.01022
-42.42944,-10.070999999674713,2203,SOBRSF630,BA,INEMA,São Francisco,1,3,0.163,0.02,0.45,0.248,-10.071,-42.42944
-40.99583,-9.17899999970243,2204,SOBRSF640,BA,INEMA,São Francisco,1,3,0.023,0.02,0.03,0.006,-9.179,-40.99583
-40.81922,-9.427469999694715,2205,SOBRSF650,BA,INGÁ,Rio São Francisco,1,2,0.02,0.02,0.02,0,-9.42747,-40.81922
-41.75722,-9.820279999682485,2206,SOBSOB300,BA,INEMA,Lago Sobradinho,2,2,0.08,0.02,0.14,0.085,-9.82028,-41.75722
-40.84381,-9.453309999693875,2207,SOBSOB500,BA,INEMA,Lago Sobradinho,2,2,0.02,0.02,0.02,0,-9.45331,-40.84381
-42.03083,-9.560999999690502,2208,SOBTQR001,BA,INEMA,Vereda da Quixabá,1,2,0.145,0.14,0.15,0.007,-9.561,-42.03083
-47.20972,-23.658059999305809,2209,SOBU02800,SP,CETESB,Rio Sorocabuçu,1,6,0.05,0.03,0.08,0.02,-23.65806,-47.20972
-47.2956,-23.607199999306953,2210,SOIT02100,SP,CETESB,Reservatório Itupararanga,2,6,0.025,0.02,0.04,0.008,-23.6072,-47.2956
-47.3978,-23.611699999306857,2211,SOIT02900,SP,CETESB,Reservatório Itupararanga,2,6,0.022,0.01,0.03,0.01,-23.6117,-47.3978
-47.18889,-23.626109999306536,2212,SOMI02850,SP,CETESB,Rio Sorocamirim,1,6,0.095,0.04,0.24,0.076,-23.62611,-47.18889
-47.44528,-23.539999999308499,2213,SORO02050,SP,CETESB,Rio Sorocaba,1,6,0.125,0.08,0.16,0.031,-23.54,-47.44528
-47.4439,-23.478299999309847,2214,SORO02100,SP,CETESB,Rio Sorocaba,1,5,0.188,0.13,0.25,0.058,-23.4783,-47.4439
-47.48,-23.408299999311424,2215,SORO02200,SP,CETESB,Rio Sorocaba,1,5,0.37,0.22,0.6,0.163,-23.4083,-47.48
-47.7783,-23.319999999313424,2216,SORO02500,SP,CETESB,Rio Sorocaba,1,6,0.193,0.14,0.25,0.038,-23.32,-47.7783
-47.7964,-23.172499999316781,2217,SORO02700,SP,CETESB,Rio Sorocaba,1,5,0.306,0.22,0.45,0.1,-23.1725,-47.7964
-47.8197,-23.022799999320206,2218,SORO02900,SP,CETESB,Rio Sorocaba,1,6,0.822,0.23,3.51,1.319,-23.0228,-47.8197
-46.68917,-23.614439999306811,2219,SPRA04850,SP,CETESB,Córrego Águas Espraiadas,1,6,2.838,1.87,3.87,0.828,-23.61444,-46.68917
-39.48844,-7.10230999976816,2220,SPT01,CE,COGERH,Açude S. Pedro Timbaúba,2,3,0.151,0.065,0.24,0.088,-7.10231,-39.48844
-37.51196,-6.320759999793243,2221,SR38,PB,SUDEMA,Açude Santa Rosa (Brejo do Cruz),2,2,0.23,0.1,0.36,0.184,-6.32076,-37.51196
-39.73123,-6.970479999772395,2222,SRD01,CE,COGERH,Informação não disponível,2,2,0.182,0.139,0.225,0.061,-6.97048,-39.73123
-35.19028,-7.085189999768725,2223,SS66,PB,SUDEMA,Açude São Salvador (Sapé),2,2,0.105,0.09,0.12,0.021,-7.08519,-35.19028
-38.413,-5.890589999807071,2224,STA01,CE,COGERH,Santo Antônio,1,4,0.042,0.017,0.07,0.022,-5.89059,-38.413
-51.8908,-22.023599999343407,2225,STAN02700,SP,CETESB,Rio Santo Anastácio,1,6,0.141,0.092,0.204,0.046,-22.0236,-51.8908
-51.43472,-22.204719999339151,2226,STAN04300,SP,CETESB,Rio Santo Anastácio,1,6,0.05,0.036,0.066,0.013,-22.20472,-51.43472
-51.5767,-22.150599999340422,2227,STAN04400,SP,CETESB,Rio Santo Anastácio,1,6,1.193,0.205,1.74,0.567,-22.1506,-51.5767
-36.89639,-7.673609999749948,2228,SU13,PB,SUDEMA,Açude Sumé (Sumé),2,2,0.095,0.09,0.1,0.007,-7.67361,-36.89639
-38.52311,-7.54996999975386,2229,SV23,PB,SUDEMA,Açude Serra Vermelha (Conceição),2,2,0.19,0.13,0.25,0.085,-7.54997,-38.52311
-35.53511,-6.90666999977445,2230,TA67,PB,SUDEMA,Açude Tauá (Cuitegi),2,2,0.06,0.06,0.06,0,-6.90667,-35.53511
-45.27389,-23.573609999307696,2231,TABA02900,SP,CETESB,Rio Tabatinga,1,6,0.076,0.045,0.11,0.024,-23.57361,-45.27389
-46.27056,-23.539439999308502,2232,TAIA02900,SP,CETESB,Rio Taiaçupeba-Açu,1,5,0.598,0.22,1.22,0.405,-23.53944,-46.27056
-46.32139,-23.634439999306348,2233,TAIM00800,SP,CETESB,Rio Taiaçupeba mirim,1,6,0.373,0.19,0.73,0.187,-23.63444,-46.32139
-46.48889,-23.649999999305997,2234,TAMT04250,SP,CETESB,Rio Tamanduateí,1,6,2.562,1.24,3.44,0.954,-23.65,-46.48889
-46.5442,-23.610599999306878,2235,TAMT04500,SP,CETESB,Rio Tamanduateí,1,6,2.435,1.06,3.73,1.065,-23.6106,-46.5442
-46.58222,-23.594719999307241,2236,TAMT04600,SP,CETESB,Rio Tamanduateí,1,6,2.207,0.93,3.58,1.055,-23.59472,-46.58222
-46.6322,-23.526699999308779,2237,TAMT04900,SP,CETESB,Rio Tamanduateí,1,6,2.272,0.86,3.57,1.029,-23.5267,-46.6322
-40.612,-3.898689999871809,2238,TAQ01,CE,COGERH,Taquara,2,4,0.07,0.017,0.126,0.045,-3.89869,-40.612
-48.9172,-23.974199999298818,2239,TAQR02400,SP,CETESB,Rio Taquari,1,6,0.068,0.04,0.11,0.029,-23.9742,-48.9172
-38.03639,-9.761999999684269,2240,TARBMI001,BA,INEMA,Barragem Rio Minuim (Batoque),2,3,0.18,0.02,0.48,0.26,-9.762,-38.03639
-38.81729,-4.178889999862696,2241,TAT01,CE,COGERH,Informação não disponível,2,3,0.034,0.017,0.056,0.02,-4.17889,-38.81729
-47.3525,-22.659999999328544,2242,TATU04850,SP,CETESB,Ribeirão Tatu,1,6,2.733,0.4,5,1.751,-22.66,-47.3525
-47.78278,-23.323609999313323,2243,TAUI04900,SP,CETESB,Rio Tatuí,1,6,1.087,0.3,2.14,0.774,-23.32361,-47.78278
-45.07861,-23.444999999310607,2244,TAVE02950,SP,CETESB,Rio Lagoa ou Tavares,1,6,0.055,0.038,0.074,0.014,-23.445,-45.07861
-34.88737,-7.912339999742346,2245,TB30,PE,CPRH,Rio Timbó,1,3,0.54,0.21,0.91,0.352,-7.91234,-34.88737
-34.89594,-7.886359999743224,2246,TB35,PE,CPRH,"Riacho Arroio
Desterro",1,3,0.423,0.05,0.97,0.484,-7.88636,-34.89594
-37.82581,-7.558389999753592,2247,TB54,PB,SUDEMA,Açude Timbauba (Juru),2,2,0.02,0,0.04,0.028,-7.55839,-37.82581
-50.15,-21.788889999348992,2248,TBIR02700,SP,CETESB,Rio Tibiriçá,1,6,0.043,0.025,0.059,0.013,-21.78889,-50.15
-49.9011,-22.061099999342552,2249,TBIR03300,SP,CETESB,Rio Tibiriçá,1,6,0.199,0.079,0.35,0.102,-22.0611,-49.9011
-54.64703,-14.631219999538251,2250,TEL051,MT,SEMA,Rio Teles Pires,1,3,0.067,0.05,0.1,0.029,-14.63122,-54.64703
-55.80761,-10.238419999669532,2251,TEL1004,MT,SEMA,Rio Teles Pires,1,3,0.05,0.05,0.05,0,-10.23842,-55.80761
-55.57006,-10.11299999967339,2252,TEL1043,MT,SEMA,Rio Teles Pires,1,2,0.05,0.05,0.05,0,-10.113,-55.57006
-56.01453,-9.639249999688095,2253,TEL1134,MT,SEMA,Rio Teles Pires,1,2,0.05,0.05,0.05,0,-9.63925,-56.01453
-55.26811,-13.558669999569425,2254,TEL328,MT,SEMA,Rio Teles Pires,1,3,0.067,0.05,0.1,0.029,-13.55867,-55.26811
-55.79397,-12.673859999595567,2255,TEL518,MT,SEMA,Rio Teles Pires,1,3,0.06,0.05,0.08,0.017,-12.67386,-55.79397
-55.65614,-11.893859999618984,2256,TEL657,MT,SEMA,Rio Teles Pires,1,3,0.06,0.05,0.08,0.017,-11.89386,-55.65614
-55.70389,-11.653109999626272,2257,TEL715,MT,SEMA,Rio Teles Pires,1,3,0.053,0.05,0.06,0.006,-11.65311,-55.70389
-55.30578,-11.094469999643227,2258,TEL806,MT,SEMA,Rio Teles Pires,1,3,0.053,0.05,0.06,0.006,-11.09447,-55.30578
-47.3664,-21.953299999345102,2259,TELA02700,SP,CETESB,Córrego Batistela,1,6,0.053,0.02,0.2,0.072,-21.9533,-47.3664
-55.70542,-12.535109999599694,2260,TEN095,MT,SEMA,Rio Tenente Lira,1,3,0.05,0.05,0.05,0,-12.53511,-55.70542
-46.4597,-23.377199999312158,2261,TGDE00900,SP,CETESB,Reservatório de Tanque Grande,2,6,0.46,0.01,2.63,1.063,-23.3772,-46.4597
-40.83138,-3.665199999879477,2262,TGR01,CE,COGERH,Informação não disponível,2,2,0.068,0.053,0.082,0.021,-3.6652,-40.83138
-40.24747,-5.809219999809711,2263,THO01,CE,COGERH,Informação não disponível,2,4,0.073,0.014,0.16,0.065,-5.80922,-40.24747
-48.3478,-22.612799999329606,2264,TIBB02100,SP,CETESB,Reservatório de Barra Bonita,2,6,0.472,0.12,0.94,0.328,-22.6128,-48.3478
-48.4467,-22.544199999331205,2265,TIBB02700,SP,CETESB,Reservatório de Barra Bonita,2,6,0.292,0.12,0.61,0.188,-22.5442,-48.4467
-48.2517,-22.678099999328076,2266,TIBT02500,SP,CETESB,Braço do Rio Tietê,1,6,0.783,0.1,2,0.691,-22.6781,-48.2517
-46.9114,-23.457499999310315,2267,TIES04900,SP,CETESB,Reservatório Edgard de Souza,2,6,1.758,0.75,2.82,0.798,-23.4575,-46.9114
-46.0158,-23.564999999307908,2268,TIET02050,SP,CETESB,Rio Tietê,1,6,0.025,0.01,0.04,0.012,-23.565,-46.0158
-46.1358,-23.548599999308312,2269,TIET02090,SP,CETESB,Rio Tietê,1,6,0.067,0.03,0.12,0.036,-23.5486,-46.1358
-47.3356,-23.200299999316158,2270,TIET02350,SP,CETESB,Rio Tietê,1,6,2,1,3,0.632,-23.2003,-47.3356
-47.6781,-23.086699999318732,2271,TIET02400,SP,CETESB,Rio Tietê,1,6,1.507,0.38,3.36,1.05,-23.0867,-47.6781
-47.8206,-22.957199999321684,2272,TIET02450,SP,CETESB,Rio Tietê,1,6,1.488,0.75,2.64,0.709,-22.9572,-47.8206
-48.54611,-22.50721999933209,2273,TIET02500,SP,CETESB,Rio Tietê,1,6,0.24,0.11,0.56,0.185,-22.50722,-48.54611
-48.99417,-21.758609999349702,2274,TIET02600,SP,CETESB,Rio Tietê,1,6,0.053,0.02,0.131,0.042,-21.75861,-48.99417
-49.795,-21.296939999360841,2275,TIET02700,SP,CETESB,Rio Tietê,1,6,0.018,0.011,0.02,0.004,-21.29694,-49.795
-51.44472,-20.669439999376216,2276,TIET02900,SP,CETESB,Rio Tietê,1,6,0.017,0.01,0.02,0.004,-20.66944,-51.44472
-46.3369,-23.50309999930932,2277,TIET03120,SP,CETESB,Rio Tietê,1,6,0.775,0.32,1.3,0.367,-23.5031,-46.3369
-46.34722,-23.47193999931002,2278,TIET03130,SP,CETESB,Rio Tietê,1,6,0.783,0.38,1.41,0.37,-23.47194,-46.34722
-46.6661,-23.47669999930989,2279,TIET04150,SP,CETESB,Rio Tietê,1,6,1.727,0.79,3.27,1.033,-23.4767,-46.6661
-46.5592,-23.525299999308817,2280,TIET04170,SP,CETESB,Rio Tietê,1,6,1.828,0.66,3.16,1.033,-23.5253,-46.5592
-46.6311,-23.521699999308897,2281,TIET04180,SP,CETESB,Rio Tietê,1,6,1.7,0.7,2.91,0.938,-23.5217,-46.6311
-46.7464,-23.519699999308941,2282,TIET04200,SP,CETESB,Rio Tietê,1,6,1.778,0.43,3.45,1.109,-23.5197,-46.7464
-47.17333,-22.810829999325058,2283,TIJU02900,SP,CETESB,Ribeirão Tijuco Preto,1,6,2.667,1,4,1.211,-22.81083,-47.17333
-46.9961,-23.393899999311738,2284,TIPI04900,SP,CETESB,Reservatório de Pirapora,2,6,1.873,1.33,2.5,0.499,-23.3939,-46.9961
-49.28528,-21.640279999352586,2285,TIPR02400,SP,CETESB,Reservatório de Promissão,2,6,0.026,0.016,0.054,0.014,-21.64028,-49.28528
-49.7825,-21.297219999360806,2286,TIPR02990,SP,CETESB,Reservatório de Promissão,2,5,0.018,0.01,0.02,0.004,-21.29722,-49.7825
-47.0306,-23.385599999311964,2287,TIRG02900,SP,CETESB,Reservatório de Rasgão,2,6,1.682,1.12,2.59,0.538,-23.3856,-47.0306
-50.4675,-21.048299999366858,2288,TITR02100,SP,CETESB,Reservatório de Três Irmãos,2,6,0.02,0.015,0.023,0.003,-21.0483,-50.4675
-51.1467,-20.659699999376429,2289,TITR02800,SP,CETESB,Reservatório de Três Irmãos,2,6,0.018,0.01,0.02,0.004,-20.6597,-51.1467
-39.23951,-5.6096799998162,2290,TJQ01,CE,COGERH,Informação não disponível,2,2,0.075,0.052,0.098,0.033,-5.60968,-39.23951
-48.2519,-13.033099999584902,2291,TO1,TO,Saneatins,BN Cocalinho,2,2,0.075,0.05,0.1,0.035,-13.0331,-48.2519
-46.41556,-12.436559999602649,2292,TO10,TO,Saneatins,Rio Abreu,1,2,0.05,0.01,0.09,0.057,-12.43656,-46.41556
-49.1148,-12.065799999613805,2293,TO12,TO,Saneatins,Represa Santo Antônio,2,2,0.065,0.04,0.09,0.035,-12.0658,-49.1148
-46.46237,-12.099699999612746,2294,TO13,TO,Saneatins,Rio Ponte Alta,1,2,0.04,0.01,0.07,0.042,-12.0997,-46.46237
-48.2956,-11.491699999631106,2295,TO15,TO,Saneatins,Represa Papagaio,2,2,0.025,0.02,0.03,0.007,-11.4917,-48.2956
-46.6217,-11.660979999625997,2296,TO16,TO,Saneatins,BN Colonia,2,2,0.02,0.02,0.02,0,-11.66098,-46.6217
-49.02058,-11.636429999626762,2297,TO17,TO,Saneatins,Córrego Bananal,1,2,0.015,0.01,0.02,0.007,-11.63643,-49.02058
-47.4231,-11.425499999633146,2298,TO18,TO,Saneatins,BN Natividade,2,2,0.02,0.02,0.02,0,-11.4255,-47.4231
-46.4747,-11.312399999636609,2299,TO19,TO,Saneatins,Córrego Morena,1,2,0.07,0.06,0.08,0.014,-11.3124,-46.4747
-46.3293,-12.552999999599184,2300,TO2,TO,Saneatins,BN Novo Alegre,2,2,0.03,0.02,0.04,0.014,-12.553,-46.3293
-48.5699,-11.201099999639966,2301,TO21,TO,Saneatins,Represa Piaus,2,2,0.015,0.01,0.02,0.007,-11.2011,-48.5699
-48.2754,-11.146799999641617,2302,TO22,TO,Saneatins,Rio Tocantins,1,2,0.02,0.02,0.02,0,-11.1468,-48.2754
-48.1126,-11.095099999643208,2303,TO23,TO,Saneatins,Represa Ganico,2,2,0.025,0.02,0.03,0.007,-11.0951,-48.1126
-47.3427,-11.085299999643521,2304,TO24,TO,Saneatins,Rio Gameleira,1,2,0.03,0.02,0.04,0.014,-11.0853,-47.3427
-48.5514,-10.514199999661024,2305,TO25,TO,Saneatins,BN do Prata,2,2,0.02,0.01,0.03,0.014,-10.5142,-48.5514
-48.0525,-10.464399999662561,2306,TO26,TO,Saneatins,BN Sucuri,2,2,0.57,0.14,1,0.608,-10.4644,-48.0525
-48.2229,-10.429299999663639,2307,TO27,TO,Saneatins,Ribeirão São João,1,2,0.04,0.01,0.07,0.042,-10.4293,-48.2229
-49.1117,-10.370799999665401,2308,TO28,TO,Saneatins,Rio Urubuzinho,1,2,0.01,0.01,0.01,0,-10.3708,-49.1117
-49.1061,-10.257799999668888,2309,TO29,TO,Saneatins,Córrego Piau,1,2,0.055,0.01,0.1,0.064,-10.2578,-49.1061
-49.5266,-12.549299999599317,2310,TO3,TO,Saneatins,BN Água Fria,2,2,0.015,0.01,0.02,0.007,-12.5493,-49.5266
-48.1777,-10.173399999671538,2311,TO31,TO,Saneatins,Ribeirão Taquarussu,1,2,0.05,0.04,0.06,0.014,-10.1734,-48.1777
-48.1881,-10.127399999672964,2312,TO33,TO,Saneatins,Córrego Água Fria,1,2,0.055,0.02,0.09,0.049,-10.1274,-48.1881
-48.4519,-9.502099999692346,2313,TO37,TO,Saneatins,BN São Borges,2,2,0.02,0.01,0.03,0.014,-9.5021,-48.4519
-49.1349,-9.466799999693443,2314,TO38,TO,Saneatins,Corrego Pau Ferrado,1,2,0.025,0.02,0.03,0.007,-9.4668,-49.1349
-48.213,-9.454799999693813,2315,TO39,TO,Saneatins,Rio Lajeado,1,2,0.03,0.03,0.03,0,-9.4548,-48.213
-46.5683,-12.548799999599337,2316,TO4,TO,Saneatins,Córrego Dois Irmãos,1,2,0.035,0.03,0.04,0.007,-12.5488,-46.5683
-48.252,-9.353799999696966,2317,TO40,TO,Saneatins,Corrego Correntinho,1,2,0.02,0.01,0.03,0.014,-9.3538,-48.252
-48.2293,-9.344199999697286,2318,TO41,TO,Saneatins,Rio Tocantins,1,2,0.03,0.021,0.04,0.013,-9.3442,-48.2293
-48.4627,-8.44759999972546,2319,TO44,TO,Saneatins,Represa Garrafinha,2,2,0.02,0.01,0.03,0.014,-8.4476,-48.4627
-48.3955,-8.333199999729025,2320,TO45,TO,Saneatins,BN Barreiro,2,2,0.035,0.03,0.04,0.007,-8.3332,-48.3955
-47.4534,-8.226099999732407,2321,TO46,TO,Saneatins,BN Zuador,2,2,0.015,0.01,0.02,0.007,-8.2261,-47.4534
-49.0281,-7.371399999759567,2322,TO47,TO,Saneatins,Rio Genipapo,1,2,0.05,0.02,0.08,0.042,-7.3714,-49.0281
-47.74572,-7.178819999765699,2323,TO48,TO,Saneatins,Rio Tocantins,1,2,0.025,0.02,0.03,0.007,-7.17882,-47.74572
-48.2553,-6.589899999784582,2324,TO49,TO,Saneatins,Córrego Boa Vista,1,2,0.026,0.023,0.03,0.005,-6.5899,-48.2553
-46.3245,-12.47209999960161,2325,TO5,TO,Saneatins,Rio Palmas,1,2,0.065,0.03,0.1,0.049,-12.4721,-46.3245
-48.3289,-6.247099999795598,2326,TO52,TO,Saneatins,Araguaia,1,2,0.04,0.01,0.07,0.042,-6.2471,-48.3289
-46.34631,-12.706819999594595,2327,TO6,TO,Saneatins,Rio Palmas,1,2,0.03,0.02,0.04,0.014,-12.70682,-46.34631
-47.5299,-12.364399999604808,2328,TO7,TO,Saneatins,Rio Palmas,1,2,0.045,0.02,0.07,0.035,-12.3644,-47.5299
-49.3649,-12.330599999605836,2329,TO8,TO,Saneatins,Represa do Búfalos,2,2,0.05,0.02,0.08,0.042,-12.3306,-49.3649
-49.0507,-12.270199999607636,2330,TO9,TO,Saneatins,BN Buritis,2,2,0.025,0.02,0.03,0.007,-12.2702,-49.0507
-45.36833,-23.819439999302222,2331,TOCA02900,SP,CETESB,Córrego das Tocas,1,6,0.02,0.02,0.02,0,-23.81944,-45.36833
-47.445,-22.737219999326722,2332,TOLE03900,SP,CETESB,Ribeirão dos Toledos,1,6,5,2,9,2.757,-22.73722,-47.445
-37.48415,-6.244689999795675,2333,TP36,PB,SUDEMA,Açude Tapera (Belém do Brejo do Cruz),2,2,0.165,0.1,0.23,0.092,-6.24469,-37.48415
-38.9563,-4.572519999849836,2334,TR201,CE,COGERH,Açude Trapiá I,2,3,0.072,0.064,0.078,0.007,-4.57252,-38.9563
-40.71249,-5.850179999808427,2335,TR301,CE,COGERH,Açude Trapiá I,2,4,0.048,0.042,0.055,0.006,-5.85018,-40.71249
-47.20944,-22.657499999328607,2336,TREB02950,SP,CETESB,Ribeirão Três Barras,1,6,3,1,5,1.414,-22.6575,-47.20944
-40.61029,-3.242799999893267,2337,TRU03,CE,COGERH,Trussu,2,3,0.05,0.019,0.077,0.029,-3.2428,-40.61029
-40.62115,-3.245289999893212,2338,TRU06,CE,COGERH,Informação não disponível,2,3,0.04,0.026,0.055,0.015,-3.24529,-40.62115
-39.9407,-6.946459999773156,2339,TRU09,CE,COGERH,Trussu,2,3,0.108,0.039,0.19,0.076,-6.94646,-39.9407
-45.89444,-23.752219999303762,2340,TUBA02900,SP,CETESB,Rio Guaratuba,1,6,0.038,0.02,0.06,0.013,-23.75222,-45.89444
-40.58417,-4.76826999984344,2341,TUC01,CE,COGERH,Informação não disponível,2,3,0.046,0.034,0.059,0.013,-4.76827,-40.58417
-48.4227,-20.592999999378112,2342,TURV02300,SP,CETESB,Rio Turvo,1,6,0.112,0.063,0.299,0.092,-20.593,-48.4227
-49.1036,-20.741699999374397,2343,TURV02500,SP,CETESB,Rio Turvo,1,6,0.167,0.092,0.271,0.066,-20.7417,-49.1036
-49.2669,-20.417799999382446,2344,TURV02800,SP,CETESB,Rio Turvo,1,6,0.128,0.086,0.2,0.041,-20.4178,-49.2669
-37.9122,-7.59337999975253,2345,TV56,PB,SUDEMA,Açude Tavares (Tavares),2,2,0.03,0,0.06,0.042,-7.59338,-37.9122
-46.75694,-23.567499999307852,2346,UARE04550,SP,CETESB,Córrego do Jaguaré,1,6,2.683,1.59,3.98,0.882,-23.5675,-46.75694
-39.24242,-6.589939999784597,2347,UBA02,CE,COGERH,Ubaldinho,2,4,0.05,0.023,0.089,0.03,-6.58994,-39.24242
-36.03528,-8.478919999724464,2348,UN18,PE,CPRH,Informação não disponível,1,2,0.11,0.08,0.14,0.042,-8.47892,-36.03528
-35.81478,-8.748829999715944,2349,UN25,PE,CPRH,Rio Pirangí,1,2,0.035,0.02,0.05,0.021,-8.74883,-35.81478
-35.84041,-8.618929999720013,2350,UN27,PE,CPRH,Rio Panelas,1,2,0.05,0.05,0.05,0,-8.61893,-35.84041
-35.45293,-8.829519999713407,2351,UN42,PE,CPRH,Informação não disponível,1,2,0.065,0.05,0.08,0.021,-8.82952,-35.45293
-35.18311,-8.812029999713953,2352,UN45,PE,CPRH,Informação não disponível,1,2,0.085,0.07,0.1,0.021,-8.81203,-35.18311
-45.5072,-23.030299999320032,2353,UNNA02800,SP,CETESB,Rio Una,1,6,0.028,0.02,0.066,0.019,-23.0303,-45.5072
-46.41753,-15.616389999510243,2354,UR001,MG,IGAM,Rio Urucuia,1,4,0.028,0.02,0.04,0.01,-15.61639,-46.41753
-45.9025,-16.132499999495753,2355,UR007,MG,IGAM,Rio Urucuia,1,4,0.05,0.02,0.09,0.036,-16.1325,-45.9025
-45.98567,-16.571249999483616,2356,UR009,MG,IGAM,Ribeirão das Almas,1,4,0.032,0.02,0.05,0.013,-16.57125,-45.98567
-46.56639,-15.48938999951381,2357,UR010,MG,IGAM,Ribeirão São Vicente,1,4,0.148,0.02,0.5,0.235,-15.48939,-46.56639
-46.28144,-15.474249999514218,2358,UR011,MG,IGAM,Ribeirão São Domingos ou Rio São Domingos,1,4,0.028,0.02,0.05,0.015,-15.47425,-46.28144
-46.19714,-15.518439999512983,2359,UR012,MG,IGAM,Rio Piratinga,1,4,0.03,0.02,0.04,0.012,-15.51844,-46.19714
-46.11917,-15.931389999501389,2360,UR013,MG,IGAM,Rio Urucuia,1,4,0.032,0.02,0.05,0.015,-15.93139,-46.11917
-46.12142,-16.05749999949785,2361,UR014,MG,IGAM,Rio São Miguel,1,4,0.025,0.02,0.04,0.01,-16.0575,-46.12142
-45.858,-16.090279999496939,2362,UR015,MG,IGAM,Ribeirão da Areia,1,4,0.028,0.02,0.04,0.01,-16.09028,-45.858
-45.97539,-16.467829999486437,2363,UR016,MG,IGAM,Ribeirão Santo André,1,4,0.038,0.02,0.08,0.029,-16.46783,-45.97539
-45.12106,-16.14177999949548,2364,UR017,MG,IGAM,Rio Urucuia,1,3,0.127,0.02,0.34,0.185,-16.14178,-45.12106
-40.85115,-3.64663999988005,2365,VAL01,CE,COGERH,Açude Valério,2,4,0.032,0.012,0.053,0.02,-3.64664,-40.85115
-54.2409,-15.401299999516292,2366,VAR032,MT,SEMA,Córrego Várzea Grande,1,3,0.05,0.05,0.05,0,-15.4013,-54.2409
-38.41003,-7.37168999975957,2367,VD22,PB,SUDEMA,Açude Vídeo (Conceição),2,2,0.1,0.07,0.13,0.042,-7.37169,-38.41003
-54.30096,-16.196309999493959,2368,VEM015,MT,SEMA,Rio Vermelho,1,3,0.257,0.09,0.46,0.188,-16.19631,-54.30096
-54.65179,-16.47957999948612,2369,VEM093,MT,SEMA,Rio Vermelho,1,3,0.233,0.06,0.46,0.205,-16.47958,-54.65179
-54.79096,-16.529729999484704,2370,VEM111,MT,SEMA,Rio Vermelho,1,3,0.377,0.05,0.92,0.474,-16.52973,-54.79096
-46.75417,-23.463889999310183,2371,VEME04250,SP,CETESB,Ribeirão Vermelho ou Mutinga,1,6,0.113,0.07,0.17,0.037,-23.46389,-46.75417
-55.90794,-13.050779999584364,2372,VER229,MT,SEMA,Rio Verde,1,3,0.05,0.05,0.05,0,-13.05078,-55.90794
-49.47134,-23.707119999304712,2373,VERD02750,SP,CETESB,Rio Verde,1,6,0.063,0.03,0.1,0.03,-23.70712,-49.47134
-43.69083,-16.781669999477813,2374,VG001,MG,IGAM,Rio Verde Grande,1,3,0.037,0.02,0.07,0.029,-16.78167,-43.69083
-43.74286,-16.604689999482673,2375,VG003,MG,IGAM,Ribeirão dos Vieiras ou Rio dos Vieiras,1,4,0.89,0.23,2.37,1.001,-16.60469,-43.74286
-43.785,-16.21110999949358,2376,VG004,MG,IGAM,Rio Verde Grande,1,4,0.248,0.14,0.44,0.142,-16.21111,-43.785
-43.67461,-15.341499999517973,2377,VG005,MG,IGAM,Rio Verde Grande,1,3,0.063,0.02,0.12,0.051,-15.3415,-43.67461
-43.3125,-15.772779999505829,2378,VG007,MG,IGAM,Rio Gorutuba,1,4,0.158,0.08,0.21,0.06,-15.77278,-43.3125
-43.325,-15.233329999521075,2379,VG009,MG,IGAM,Rio Gorutuba,1,2,0.1,0.09,0.11,0.014,-15.23333,-43.325
-43.5,-14.922529999529905,2380,VG011,MG,IGAM,Rio Verde Grande,1,3,0.023,0.02,0.03,0.006,-14.92253,-43.5
